Guy Stanley,Philoche,"Haitian-American, b. 1977",I'm Still Nuts 4 You,2022,mixed media on canvas,48 x 48 in.,"$50,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Moving on Up!,2022,mixed media on canvas,48 x 48 in.,"$50,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",NYC,2022,mixed media on canvas,48 x 48 in.,"$50,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Smile for the Camera,2022,mixed media on canvas,48 x 48 in.,"$50,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Subway Token,2022,mixed media on canvas,48 x 48 in.,"$50,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Thank You,2022,mixed media on canvas,48 x 48 in.,"$50,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Village Voice,2021,mixed media on canvas,48 x 48 in.,"$50,000.00"
Udo,Spreitzenbarth,German,"Guy Philoche I, Ed. 1/5",,Black and White Dye Sublimation Print on Recycled Metal,48 x 32 in.,"$4,500.00"
Udo,Spreitzenbarth,German,"Picasso and Guy, Ed. 1/5",,Black and White Dye Sublimation Print on Recycled Metal,48 x 32 in.,"$4,500.00"
Zhang,Li,,Morning of New Year's Day,2016,oil on linen,47 1/2 x 31 1/2 in.,"$185,000.00"
Cleve,Gray,"American, 1918–2004",Untitled (Another Way to Red),1988,acrylic on canvas,45 x 60 in.,"$45,000.00"
Harry,Benson,"Scottish, b. 1929","Beatles Pillow Fight Times Nine, Ed. 29/40",1964,archival pigment print,44 x 44 in.,"$22,500.00"
Robert,Farber,"American, b. 1944","Vicky, Ed. 9/9",,fine art paper pigment print,43 x 53 1/2 in.,"$16,000.00"
Nicholas,Berger,"American, b. 1949",Indian Brook Falls,2018,oil on panel,42 x 24 in.,"$15,000.00"
Marc,Mellon,American,Autumn Muse ed. 7/9,,bronze,41 x 10 x 6 in.,"$28,500.00"
David,Aronson,"American, 1923–2015",Juggler,1983,pastel,40 x 32 in.,"$15,000.00"
Frank,Corso,American b. 1952,Mountain Stream,2014,oil on canvas,40 x 30 in.,"$29,500.00"
Robert,Farber,"American, b. 1944","Dreaming, AP",2014,Infused dye sublimated on aluminum,40 x 60 in.,"$16,000.00"
Robert,Farber,"American, b. 1944","Empire Diner, Ed. 10/10",1979,fine art paper pigment print,40 x 60 in.,"$19,000.00"
Robert,Farber,"American, b. 1944","Seeing Montana, Ed. 5/10",1992,fine art paper pigment print,40 x 60 in.,"$19,000.00"
Robert,Farber,"American, b. 1944","Three Torsos, Ed. 4/10",1998,Fine Art Paper Pigment Print,40 x 60 in.,"$17,000.00"
Marla,Korr,"American, b. 1950",Bethesda Terrace,2019,oil on linen,40 x 50 in.,"$25,000.00"
Kadir,López,"Cuban, b. 1972",Monopoly Havana,2022,mixed media with neon,40 x 40 in.,"$30,000.00"
Kadir,López,"Cuban, b. 1972",You Want Me to Become Her,2022,oil on canvas with neon,40 x 30 in.,"$25,000.00"
Steve,McCurry,"American, b. 1950","Man Walks in Front of Grand Central Terminal, New York, NY",2016,FujiFlex Crystal Archive Print,40 x 60 in.,$0.00
Steve,McCurry,"American, b. 1950","Travelers Walk Through Grand Central Station, New York, NY",2016,FujiFlex Crystal Archive Print,40 x 60 in.,$0.00
Steve,McCurry,"American, b. 1950","Water Vendor, Ed. 3/15",1983,FujiFlex Crystal Archive Print,40 x 30 in.,"$9,000.00"
George,McNeil,"American, 1908–1995",Well,1982,oil on canvas,40 x 48 in.,"$45,000.00"
William,Nelson,"American, b. 1961",16th Arrondissement,2022,oil on canvas,40 x 60 in.,"$19,500.00"
Terry,O'Neill,1938-2019,"Raquel Welch, late 1960s, Ed. 2/50",c. 1970,C-Type Print,40 x 40 in.,$0.00
Jan,Pawlowski,"Polish, b. 1949",Spring Time II,2017,oil on canvas,40 x 30 in.,"$18,500.00"
Jim,Rennert,"American, b. 1958",Corporate Ladder,2016,Fine Art Digital Print,40 x 60 in.,"$9,500.00"
Jim,Rennert,"American, b. 1958",Going the Distance,2016,Fine Art Digital Print,40 x 60 in.,"$9,500.00"
Jim,Rennert,"American, b. 1958",High Stakes,2016,Fine Art Digital Print,40 x 60 in.,"$9,500.00"
Jim,Rennert,"American, b. 1958",Life Vest,2016,Fine Art Digital Print,40 x 60 in.,"$9,500.00"
Jim,Rennert,"American, b. 1958",Monkey Business,2016,Fine Art Digital Print,40 x 60 in.,"$9,500.00"
Jim,Rennert,"American, b. 1958",Passion,2016,Fine Art Digital Print,40 x 60 in.,"$9,500.00"
Syd,Solomon,"American, 1917–2004",Lightspirit,1980,Acrylic and aerosol enamel on canvas,40 x 35 in.,"$30,000.00"
Udo,Spreitzenbarth,German,"Guy Philoche III, Ed. 1/5",,Black and White Dye Sublimation Print on Recycled Metal,40 x 60 in.,"$6,500.00"
Steve,McCurry,"American, b. 1950",Taj and Train,1983,FujiFlex Crystal Archive Print,38 x 55 in.,$0.00
Guy Stanley,Philoche,"Haitian-American, b. 1977",The New Yorker,2022,mixed media on canvas,38 x 75 in.,"$65,000.00"
Peregrine,Heathcote,"British, b. 1973",Cafe Romance,2009,oil on canvas,36 x 36 in.,"$14,000.00"
Douglas,Wiltraut,"American, b. 1951",Buy American,2014,Egg Tempera,36 x 48 in.,"$55,000.00"
Maureen,Chatfield,"American, b. 1948",Purple Sky,2020,oil on canvas,36 x 36 in.,"$17,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Park Avenue,2022,mixed media on canvas,36 x 36 in.,"$25,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Subway Card,2022,mixed media on canvas,36 x 36 in.,"$25,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Yankees Hat,2022,mixed media on canvas,36 x 36 in.,"$25,000.00"
Daryl,Zang,"American, b. 1971",Vanity,2019,oil on canvas,36 x 42 in.,"$7,500.00"
Kadir,López,"Cuban, b. 1972",Capitol Monopoly,2022,mixed media installation with neon,35 x 62 x 62 in.,"$55,000.00"
Kadir,López,"Cuban, b. 1972",The Family,2022,oil on canvas with neon,35 x 45 in.,"$32,500.00"
Douglas,Wiltraut,"American, b. 1951","Upstairs, Downstairs",2019,egg tempera on panel,35 x 51 in.,"$52,000.00"
Paul,Oxborough,"American, b. 1965",Carondelet Street,2020,oil on linen,34 x 34 in.,"$68,000.00"
Max,Ginsburg,"American, b. 1931",Flag Merchants,2004,oil on canvas,34 x 40 in.,"$31,000.00"
Guy Stanley,Philoche,"Haitian-American, b. 1977",Brown,2019,mixed media on board,32 x 79 in.,"$28,500.00"
Troy,Abbott,,Four City Chicks in Red,2019,"wood, mixed media, video",31 1/2 x 24 x 15 1/2 in.,"$28,000.00"
David,Aronson,"American, 1923–2015",Suzanna and the Elders,1983,pastel on paper,31 1/4 x 37 3/4 in.,"$14,500.00"
Nicholas,Berger,"American, b. 1949",Harbor Ice,2013,oil on board,30 1/2 x 51 1/2 in.,"$20,000.00"
Nicholas,Berger,"American, b. 1949",Wheeling Hawks,2007,oil on board,30 1/2 x 48 in.,"$17,500.00"
David,Bareford,"American, b. 1947",Along Fifth Avenue,c. 1988,oil on canvas,30 x 40 in.,"$24,000.00"
Harry,Benson,"Scottish, b. 1929","Andy Warhol Times 4 Color,  Ed. 6/35",1983,archival pigment print,30 x 40 in.,"$12,000.00"
Frank,Corso,American b. 1952,Morning Mist,2017,oil on canvas,30 x 40 in.,"$29,500.00"
Jenness,Cortez,"American, b. 1944",Abbondonza,2022,acrylic on birch panel,30 x 30 in.,"$39,000.00"
Robert,Farber,"American, b. 1944","Evening at the Met, Ed. 9/25",2007,fine art paper pigment print,30 x 40 in.,"$12,550.00"
Robert,Farber,"American, b. 1944","Garage, Ed. 10/10",1985,fine art paper pigment print,30 x 40 in.,"$12,550.00"
Robert,Farber,"American, b. 1944","Laundromat, Ed. 6/10",1994,fine art paper pigment print,30 x 40 in.,"$12,550.00"
Robert,Farber,"American, b. 1944","Moonscape, Ed. 9/10",1979,fine art paper pigment print,30 x 40 in.,"$13,000.00"
Robert,Farber,"American, b. 1944","Red Boat, Portofino, Italy, Ed. 12/15",1984,fine art paper pigment print,30 x 40 in.,$0.00
Robert,Farber,"American, b. 1944","Two Cowboys, Ed. 11/25",,fine art paper pigment print,30 x 40 in.,"$12,000.00"
Robert,Farber,"American, b. 1944","Under the Bridge, Ed. 10/10",2008,fine art paper pigment print,30 x 40 in.,"$12,550.00"
Robert,Farber,"American, b. 1944","Untitled, Ed. 9/9",,fine art paper pigment print,30 x 36 in.,$0.00
Robert,Farber,"American, b. 1944","Walking the Dog, New York, Edition of 6/10",1994,fine art paper pigment print,30 x 40 in.,"$15,550.00"
Max,Ginsburg,"American, b. 1931",Nuts,2006,oil on canvas,30 x 20 in.,"$22,000.00"
Marla,Korr,"American, b. 1950","The Mall, Central Park",2016,oil on linen,30 x 40 in.,"$12,500.00"
Simon,Levenson,,Crow,2015,charcoal on canvas,30 x 44 in.,"$9,750.00"
Kadir,López,"Cuban, b. 1972",Rubik's Cube Gangsters,2022,mixed media,30 x 30 x 30 in.,"$27,500.00"
Kadir,López,"Cuban, b. 1972",Telephone Man,2022,oil on canvas with neon,30 x 40 in.,"$25,000.00"
Kadir,López,"Cuban, b. 1972",The Big Crash,2022,oil on canvas with neon,30 x 40 in.,"$25,000.00"
Steve,McCurry,"American, b. 1950","Beams of Light Mark Where the World Trade Center Stood, New York, NY",2002,FujiFlex Crystal Archive Print,30 x 40 in.,$0.00
Steve,McCurry,"American, b. 1950",Flower Vendor on Dal Lake,1999,FujiFlex Crystal Archive Print,30 x 40 in.,$0.00
Steve,McCurry,"American, b. 1950","Man Walks Through Fushimi Inari Shrine, Kyoto, Japan",2007,FujiFlex Crystal Archive Print,30 x 40 in.,$0.00
Steve,McCurry,"American, b. 1950","Two Girls Play, Saint Pierre, Aosta Valley, Italy",2016,FujiFlex Crystal Archive Print,30 x 40 in.,$0.00
Steve,McCurry,"American, b. 1950","Two Men in Washington Square Park, New York, NY",2016,FujiFlex Crystal Archive Print,30 x 40 in.,$0.00
Steve,McCurry,"American, b. 1950","Woman Enters Medieval Rock-Hewn Church, Ethiopia, Ed. 15",2016,FujiFlex Crystal Archive Print,30 x 40 in.,$0.00
William,Nelson,"American, b. 1961",Someone to Watch Over Me,2020,oil on canvas,30 x 24 in.,"$10,000.00"
Jan,Pawlowski,"Polish, b. 1949",Manhattan,2015,oil on canvas,30 x 44 in.,"$20,500.00"
Jan,Pawlowski,"Polish, b. 1949",Red Carriage in Manhattan,2016,oil on canvas,30 x 24 in.,"$7,900.00"
Leo,Sewell,"American, b. 1945",Gold Boxer,2020,mixed media,30 x 8 x 17 in.,"$17,500.00"
Bjorn,Skaarup,"Danish, b. 1973","Fox Capitano, maquette, ed. 2/9",2019,bronze,30 x 13 x 9 in.,"$23,000.00"
Bjorn,Skaarup,"Danish, b. 1973","Rhino Harlequin, AP 1/3",,bronze with fabric ruff,30 x 12 x 8 in.,"$25,000.00"
John,Terelak,"American, b. 1942",Full Foliage,2021,oil on canvas,30 x 40 in.,"$19,500.00"
John,Terelak,"American, b. 1942","Snowy Evening, Central Park",2016,oil on canvas,30 x 40 in.,"$18,500.00"
Christophe,von Hohenberg,b. 1952,"Studio 54, Ed. 4/10",1979,archival pigment print on Hahnemuhle cotton white matte fine art paper,30 x 34 in.,"$6,000.00"
Antonio,Espinosa,Cuban,Aguas Territoriales I,2022,graphite on paper,29 1/2 x 43 1/4 in.,"$15,000.00"
Doris,Caesar,"American, 1892-1971","Wings, Ed. 2/6",1962,bronze,29 1/2 x 9 x 14 in.,"$45,000.00"
Max,Ginsburg,"American, b. 1931",Connie in old studio chair,2015,oil on canvas,28 x 24 in.,"$35,000.00"
Paul,Oxborough,"American, b. 1965",Matinee,2021,oil on linen,28 x 32 in.,"$45,000.00"
Christophe,von Hohenberg,b. 1952,"Georgica Pond Ocean View, Ed. 1/10",,archival pigment print,28 x 42 in.,"$9,750.00"
Daryl,Zang,"American, b. 1971",Blackjack,2019,oil on canvas,28 x 36 in.,"$5,000.00"
Maarten,Platje,"Dutch, b. 1967",Encounter on the North Atlantic,2017,oil on canvas,27 1/2 x 39 1/4 in.,"$39,500.00"
Maarten,Platje,"Dutch, b. 1967",Pagoda Anchorage,2016,oil on canvas,27 1/2 x 39 1/4 in.,"$37,500.00"
Bruno,Lucchesi,"Italian, b. 1926",Saint Mark's Theater,1984-5,terracotta,27 1/2 x 33 x 14 in.,"$55,000.00"
George,Sugarman,"American, 1912-1999",Flourish,1991,acrylic on aluminum,27 1/2 x 15 x 20 in.,"$14,000.00"
Michael,Aviano,"American, b.1927",The Monk King II,,oil on canvas,27 x 23 in.,"$42,000.00"
Nicholas,Berger,"American, b. 1949",Large Working Study for Backing Down,2017,oil on panel,27 x 42 3/4 in.,"$15,000.00"
Bjorn,Skaarup,"Danish, b. 1973","Hippo Odalisque, Ed. 4/6",2014,bronze with polychrome patina ,27 x 34 1/2 x 17 in.,"$43,000.00"
Bjorn,Skaarup,"Danish, b. 1973","Parrot Coviello, maquette, ed. 2/9",2019,bronze,27 x 14 1/2 x 11 in.,"$23,000.00"
Jane,DeDecker,"American, b. 1961","Triumph, Ed. 3/7",2003,bronze,27 x 24 x 13 in.,"$12,000.00"
Hans,Van de Bovenkamp,"Dutch, b. 1938",Lady Godiva,2009,bronze,27 x 16 x 17 in.,"$20,000.00"
Jim,Rennert,"American, b. 1958",Traveling Man,2010,bronze and steel,26 x 22 x 10 in.,"$16,500.00"
William,Nelson,"American, b. 1961",Johnny and the Black Panther,2019,lithograph,26 x 21 in.,"$1,750.00"
Bjorn,Skaarup,"Danish, b. 1973","Jack Rabbit Buster, Ed. 2/9",2017,bronze,26 x 18 x 11 3/4 in.,"$20,000.00"
Bjorn,Skaarup,"Danish, b. 1973","Hippo Ballerina, AP 2/3",2016,bronze,25 1/2 x 8 1/2 x 9 1/2 in.,"$25,000.00"
Donald,Martiny,b. 1953,Bororo,2013,polymers and pigment on paper,25 1/4 x 19 1/4 in.,"$2,500.00"
Donald,Martiny,b. 1953,Red #1,2013,polymers and pigment on paper,25 1/4 x 19 1/4 in.,"$2,500.00"
Joel,Perlman,"American, b. 1943",Brick Red,2009,bronze,25 x 23 x 12 in.,"$32,000.00"
David,Bareford,"American, b. 1947",Heading In,2018,oil on panel,24 x 30 in.,"$14,000.00"
Nicholas,Berger,"American, b. 1949","Afternoon Arrival, study",2016,oil on panel,24 x 19 3/4 in.,"$8,000.00"
Nicholas,Berger,"American, b. 1949",Scrap Yard,2016,oil on panel,24 x 38 in.,"$15,000.00"
Marla,Korr,"American, b. 1950",Bow Bridge in Snow,2019,oil on linen,24 x 46 in.,"$15,500.00"
Marla,Korr,"American, b. 1950",Indian Summer,2019,oil on linen,24 x 36 in.,"$10,500.00"
Marla,Korr,"American, b. 1950",Madaket Marsh,2017,oil on linen,24 x 30 in.,"$8,500.00"
Joseph,McGurl,"American, b. 1958",Port of Entry,2019,oil on panel,24 x 36 in.,"$29,000.00"
William,Nelson,"American, b. 1961",C'mon Man!,2020,oil on canvas,24 x 24 in.,"$6,000.00"
William,Nelson,"American, b. 1961",Symphony in D,2020,oil on canvas,24 x 24 in.,"$6,000.00"
William,Nelson,"American, b. 1961","When They Go Low, We Go High",2020,oil on canvas,24 x 30 in.,"$10,000.00"
John,Terelak,"American, b. 1942",City Lights,2019,oil on canvas,24 x 30 in.,"$9,500.00"
John,Terelak,"American, b. 1942",Glowing Light,2021,oil on canvas,24 x 43 in.,"$19,500.00"
Harry,Benson,"Scottish, b. 1929","Andy Warhol & Friends, Ed 11/35",1977,archival pigment print,24 x 30 in.,"$12,000.00"
Frank,Corso,American b. 1952,Evenings Rest,2012,oil on canvas,24 x 30 in.,"$18,500.00"
Scott,Duce,American b. 1956,Autumn Marker .25,2008,oil on panel,24 x 24 in.,"$5,000.00"
Scott,Duce,American b. 1956,Dawn Marker .2,2013,oil on panel,24 x 24 in.,"$5,000.00"
Louis,Jaquet,"French, b. 1944",Venezia,1998,oil on canvas with 24 Karat gold,23 9/16 x 31 7/16 in.,"$19,500.00"
Jane,DeDecker,"American, b. 1961","Drift, Ed. 1/7",2003,bronze,23 x 15 x 6 in.,"$10,250.00"
Nicholas,Berger,"American, b. 1949",Rescue Ladder: Gapstow Bridge,2017,oil on panel,22 1/2 x 44 1/2 in.,"$12,500.00"
William,Nelson,"American, b. 1961",Ursula and the Bully,2019,lithograph with watercolor,22 1/2 x 22 1/4 in.,"$2,500.00"
William,Nelson,"American, b. 1961",Ursula and the Bully,2019,lithograph with watercolor,22 1/2 x 22 1/4 in.,"$2,500.00"
Jim,Rennert,"American, b. 1958",Seriously?,2019,bronze and steel,22 1/2 x 10 x 10 in.,"$16,500.00"
Peter,Poskas,"American, b. 1939",House at Goose Swamp Lane,2022,oil on panel,22 x 44 1/2 in.,"$48,000.00"
Jim,Rennert,"American, b. 1958",Anything Else?,2019,bronze,22 x 11 x 11 in.,"$16,500.00"
Edwina,Sandys,"British, b. 1938","Eve's Apple, Ed. 4/25",2018,painted aluminum,22 x 17 x 4 in.,"$18,000.00"
Douglas,Wiltraut,"American, b. 1951",Catch n Carry,2018,egg tempera on panel,22 x 32 in.,"$36,000.00"
Nicholas,Berger,"American, b. 1949",Men Working,2011,oil on panel,22 x 43 1/2 in.,"$14,000.00"
Nicholas,Berger,"American, b. 1949",Winter Work,2017,oil on panel,21 1/2 x 34 in.,"$12,500.00"
Max,Ginsburg,"American, b. 1931",Subway Trio,2019,oil on canvas,21 1/2 x 25 1/2 in.,"$30,000.00"
Marla,Korr,"American, b. 1950",Morning on the Mall (Central Park),2013,oil on canvas,21 x 36 in.,"$9,500.00"
Reuben,Nakian,"American, 1897–1986",Leda and the Swan,1982 - 85,black litho crayon and colored wash,21 x 29 3/4 in.,"$12,500.00"
David,Burdeny,"Canadian, b. 1968","Rio Azule II, Lencois, Maranhenses, Ed. 6/7",2013,archival pigment print,21 x 26 in.,"$3,300.00"
Reuben,Nakian,"American, 1897–1986",Voyage to Crete,1982-85,black litho crayon and wash on paper,20 5/8 x 29 1/2 in.,"$12,000.00"
Robert E.,Zappalorti,"American, b. 1948",Three Pairs,2019,oil on panel,20 1/2 x 14 1/2 in.,"$10,000.00"
Michael,Aviano,"American, b.1927",Wintertime,,oil on canvas,20 x 16 in.,"$16,000.00"
Walter,Brightwell,1919-2005,Looking Down 6th Avenue Toward the Jefferson Market Library Building,after 1939,oil on board,20 x 25 in.,"$25,000.00"
Kadir,López,"Cuban, b. 1972",Meyer Lansky,2022,mixed media on vintage enamel sign,20 x 22 in.,"$9,500.00"
Nina,Maguire,"American, b. 1933",Bridge Nocturne V (Tappan Zee),2006,acrylic on canvas,20 x 30 in.,"$10,500.00"
Steve,McCurry,"American, b. 1950","Aqueduct of Padre Tembleque, Mexico",2016,FujiFlex Crystal Archive Print,20 x 24 in.,$0.00
Steve,McCurry,"American, b. 1950","Buddha and Bicycle, Mandalay, Burma",2008,FujiFlex Crystal Archive Print,20 x 24 in.,$0.00
Steve,McCurry,"American, b. 1950","Kuchi Nomads, Evening Prayer, Kandahar, Afghanistan",1992,FujiFlex Crystal Archive Print,20 x 24 in.,$0.00
Ruth,Orkin,"American, 1921–1985","Man in Rain, New York City",1952,silver gelatin print,20 x 16 in.,"$1,200.00"
Jim,Rennert,"American, b. 1958",Paradigm Shift (large),2017,bronze and steel,20 x 41 x 8 in.,"$30,000.00"
Adam S.,Umbach,"American, b. 1986",Joy,2021,oil and mixed media on canvas,20 x 16 in.,"$2,000.00"
